id,title,genres,runtime,release_date,vote_average,vote_count,revenue,budget
124,The Matrix Revolutions,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",129.0,2003-11-05,6.4,3096,424988211,150000000
125,Frozen,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",102.0,2013-11-27,7.3,5295,1274219009,150000000
126,The Matrix Reloaded,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",138.0,2003-05-15,6.7,3443,738599701,150000000
127,Thor: The Dark World,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",112.0,2013-10-29,6.8,4755,644571402,170000000
128,Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",120.0,2015-05-13,7.2,9427,378858340,150000000
129,Angels & Demons,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",138.0,2009-05-13,6.5,2129,356613439,150000000
130,Thor,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",115.0,2011-04-21,6.6,6525,449326618,150000000
131,Bolt,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",98.0,2008-11-21,6.3,1750,309979994,150000000
132,G-Force,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",88.0,2009-07-21,5.1,510,292817841,150000000
133,Wrath of the Titans,"[{""id"": 12, ""name"": ""Adventure""}]",99.0,2012-03-27,5.5,1431,301000000,150000000
134,Dark Shadows,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",113.0,2012-05-08,5.7,2320,245527149,150000000
135,Mission: Impossible - Rogue Nation,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",131.0,2015-07-23,7.1,3224,682330139,150000000
136,The Wolfman,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",102.0,2010-02-11,5.5,549,0,150000000
137,Bee Movie,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",91.0,2007-10-28,5.7,1171,287594577,150000000
138,Kung Fu Panda 2,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",91.0,2011-05-25,6.7,1880,665692281,150000000
139,The Last Airbender,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",103.0,2010-06-30,4.7,1151,318502923,150000000
140,Mission: Impossible III,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",126.0,2006-05-03,6.5,2028,397850012,150000000
141,White House Down,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",131.0,2013-06-27,6.4,1891,205366737,150000000
142,Mars Needs Moms,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",88.0,2011-03-09,5.5,199,38992758,150000000
143,Flushed Away,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",85.0,2006-10-22,6.0,874,64459316,149000000
144,Pan,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",111.0,2015-09-24,5.9,954,128388320,150000000
145,Mr. Peabody & Sherman,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",92.0,2014-02-07,6.7,843,272912430,145000000
146,Troy,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",163.0,2004-05-13,6.9,2759,497409852,175000000
147,Madagascar 3: Europe's Most Wanted,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",93.0,2012-06-06,6.4,1808,746921274,145000000
148,Die Another Day,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",133.0,2002-11-17,5.8,1092,431971116,140000000
149,Ghostbusters,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",116.0,2016-07-14,5.3,2142,229147509,144000000
150,Armageddon,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",151.0,1998-07-01,6.4,2482,553799566,140000000
151,Men in Black II,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",88.0,2002-07-03,6.0,3114,441818803,140000000
152,Beowulf,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}]",115.0,2007-11-05,5.5,841,195735876,70000000
153,Kung Fu Panda 3,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",95.0,2016-01-23,6.7,1603,521170825,145000000
154,Mission: Impossible - Ghost Protocol,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",133.0,2011-12-07,6.8,3972,694713380,145000000
155,Rise of the Guardians,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",97.0,2012-11-21,7.1,1922,306941670,145000000
156,Fun with Dick and Jane,"[{""id"": 35, ""name"": ""Comedy""}]",90.0,2005-12-21,5.9,627,202026112,100000000
157,The Last Samurai,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]",154.0,2003-12-05,7.3,1895,456758981,140000000
158,Exodus: Gods and Kings,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",150.0,2014-12-03,5.6,1921,268031828,140000000
159,Star Trek,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",127.0,2009-05-06,7.4,4518,385680446,150000000
160,Spider-Man,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",121.0,2002-05-01,6.8,5265,821708551,139000000
161,How to Train Your Dragon 2,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",102.0,2014-06-12,7.6,3106,609123048,145000000
162,Gods of Egypt,"[{""id"": 14, ""name"": ""Fantasy""}]",127.0,2016-02-25,5.3,1277,150680864,140000000
163,Stealth,"[{""id"": 28, ""name"": ""Action""}]",121.0,2005-07-28,4.9,331,76932943,135000000
164,Watchmen,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",163.0,2009-03-05,7.0,2811,185258983,130000000
165,Lethal Weapon 4,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",127.0,1998-07-10,6.3,767,285444603,140000000
166,Hulk,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",138.0,2003-06-19,5.3,1533,245360480,137000000
167,G.I. Joe: Retaliation,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",110.0,2013-03-26,5.4,3025,371876278,130000000
168,Sahara,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",124.0,2005-04-06,5.7,434,119269486,130000000
169,Final Fantasy: The Spirits Within,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",106.0,2001-07-02,5.9,433,85131830,137000000
170,Captain America: The First Avenger,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",124.0,2011-07-22,6.6,7047,370569774,140000000
171,The World Is Not Enough,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",128.0,1999-11-08,6.0,862,361832400,135000000
172,Master and Commander: The Far Side of the World,"[{""id"": 12, ""name"": ""Adventure""}]",138.0,2003-11-14,6.9,790,212011111,150000000
173,The Twilight Saga: Breaking Dawn - Part 2,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",115.0,2012-11-13,6.1,2553,829000000,120000000
174,Happy Feet Two,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",100.0,2011-11-17,5.8,373,150406466,130000000
175,The Incredible Hulk,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",114.0,2008-06-12,6.1,3021,163712074,150000000
176,The BFG,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",120.0,2016-06-01,6.0,1000,183345589,140000000
177,The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",156.0,2015-12-25,7.3,6396,532950503,135000000
178,Turbo,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",96.0,2013-07-11,6.1,1074,282570682,135000000
179,Rango,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 37, ""name"": ""Western""}, {""id"": 12, ""name"": ""Adventure""}]",107.0,2011-03-02,6.6,2051,245724603,135000000
180,Penguins of Madagascar,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",92.0,2014-11-22,6.5,1346,373552094,132000000
181,The Bourne Ultimatum,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",115.0,2007-08-03,7.3,2888,442824138,70000000
182,Kung Fu Panda,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",90.0,2008-06-04,6.9,3145,631744560,130000000
183,Ant-Man,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",117.0,2015-07-14,7.0,5880,519311965,130000000
184,The Hunger Games: Catching Fire,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",146.0,2013-11-15,7.4,6495,847423452,130000000
185,Home,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",94.0,2015-03-18,6.8,1519,368871007,135000000
186,War of the Worlds,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",116.0,2005-06-28,6.2,2322,591739379,132000000
187,Bad Boys II,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",147.0,2003-07-18,6.3,1564,273339556,130000000
188,Puss in Boots,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",90.0,2011-10-28,6.4,451,554987477,130000000
189,Salt,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",100.0,2010-07-21,6.2,2093,293329073,110000000
190,Noah,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",139.0,2014-03-20,5.6,2350,362637473,125000000
191,The Adventures of Tintin,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 9648, ""name"": ""Mystery""}]",107.0,2011-10-25,6.7,2061,371940071,130000000
192,Harry Potter and the Prisoner of Azkaban,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",141.0,2004-05-31,7.7,5877,789804554,130000000
193,Australia,"[{""id"": 18, ""name"": ""Drama""}]",165.0,2008-11-18,6.3,694,49554002,130000000
194,After Earth,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",100.0,2013-05-30,5.0,2532,243843127,130000000
195,Dinosaur,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",82.0,2000-05-19,6.2,542,354248063,127500000
196,Night at the Museum: Secret of the Tomb,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",97.0,2014-12-17,6.1,1851,349424282,127000000
197,Megamind,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",95.0,2010-10-28,6.7,1918,321887208,130000000
198,Harry Potter and the Philosopher's Stone,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",152.0,2001-11-16,7.5,7006,976475550,125000000
199,R.I.P.D.,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",96.0,2013-07-18,5.4,1260,61648500,130000000
200,Pirates of the Caribbean: The Curse of the Black Pearl,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",143.0,2003-07-09,7.5,6985,655011224,140000000
201,The Hunger Games: Mockingjay - Part 1,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",123.0,2014-11-18,6.6,5584,752100229,125000000
202,The Da Vinci Code,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",149.0,2006-05-17,6.5,2704,767820459,125000000
203,Rio 2,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",102.0,2014-03-19,6.3,978,500188435,103000000
204,X2,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",133.0,2003-04-24,6.8,3506,407711549,110000000
205,Fast Five,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",130.0,2011-04-20,7.1,2438,626137675,125000000
206,Sherlock Holmes: A Game of Shadows,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",129.0,2011-11-22,7.0,3886,334615000,125000000
207,Clash of the Titans,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",106.0,2010-04-01,5.6,2233,232713139,125000000
208,Total Recall,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",113.0,1990-06-01,7.1,1710,261317921,65000000
209,The 13th Warrior,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",102.0,1999-08-27,6.4,510,61698899,160000000
210,The Bourne Legacy,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",120.0,2012-08-08,6.0,2651,276572938,130000000
211,Batman & Robin,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",125.0,1997-06-20,4.2,1418,238207122,125000000
212,How the Grinch Stole Christmas,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",104.0,2000-11-17,6.2,1386,345141403,123000000
213,The Day After Tomorrow,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",124.0,2004-05-26,6.2,2392,544272402,125000000
214,Mission: Impossible II,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",123.0,2000-05-24,5.9,1928,546388105,125000000
215,The Perfect Storm,"[{""id"": 18, ""name"": ""Drama""}]",130.0,2000-03-15,6.2,597,325756637,120000000
216,Fantastic 4: Rise of the Silver Surfer,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",92.0,2007-06-13,5.4,2589,289047763,130000000
217,Life of Pi,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",127.0,2012-11-20,7.2,5797,609016565,120000000
218,Ghost Rider,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",114.0,2007-02-16,5.2,1712,228738393,110000000
219,Jason Bourne,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",123.0,2016-07-27,5.9,2341,415484914,120000000
220,Charlie's Angels: Full Throttle,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",106.0,2003-06-27,5.2,914,259175788,120000000
221,Prometheus,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",124.0,2012-05-30,6.3,5080,403170142,130000000
222,Stuart Little 2,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",78.0,2002-07-19,5.4,613,169956806,120000000
223,Elysium,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",109.0,2013-08-07,6.4,3439,286140700,115000000
224,The Chronicles of Riddick,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",119.0,2004-06-11,6.3,1570,115772733,105000000
225,RoboCop,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",102.0,2014-01-30,5.7,2342,242688965,120000000
226,Speed Racer,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",135.0,2008-05-09,5.7,354,93945766,120000000
227,How Do You Know,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",121.0,2010-12-17,4.9,223,48668907,120000000
228,Knight and Day,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",109.0,2010-06-15,5.9,1547,261930431,117000000
229,Oblivion,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",124.0,2013-04-10,6.4,4800,286168572,120000000
